,gender,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,TechSupport,StreamingMovies,Contract,PaymentMethod,MonthlyCharges,TotalCharges,ChurnYes
5298,Female,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),0.020895522,0.123880683,0
5299,Female,60,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Electronic check,0.872139303,0.736493192,0
5300,Female,28,Yes,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Credit card (automatic),0.826368159,0.32234018,1
5301,Female,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Mailed check,0.614925373,0.007067851,1
5302,Male,29,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.705970149,0.309202631,1
5303,Female,10,Yes,No,DSL,No,Yes,Yes,Yes,Month-to-month,Electronic check,0.470149254,0.069016847,0
5304,Male,43,No,No phone service,DSL,Yes,Yes,No,No,Month-to-month,Electronic check,0.220895522,0.218561043,0
5305,Male,13,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),0.519402985,0.095811216,0
5306,Female,43,Yes,No,DSL,Yes,No,Yes,Yes,Two year,Electronic check,0.602487562,0.397126702,0
5307,Male,19,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.650746269,0.166968613,1
5308,Male,1,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.714925373,0.008227556,0
5309,Female,69,Yes,No,DSL,Yes,No,Yes,Yes,Two year,Credit card (automatic),0.63880597,0.638876067,0
5310,Female,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),0.019900498,0.1453958,0
5311,Male,43,Yes,Yes,DSL,Yes,Yes,Yes,No,Month-to-month,Bank transfer (automatic),0.47761194,0.333319871,0
5312,Female,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),0.012437811,0.01471267,1
5313,Male,1,Yes,No,DSL,No,No,Yes,No,Month-to-month,Mailed check,0.328358209,0.003744519,1
5314,Male,56,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Mailed check,0.710945274,0.569368798,0
5315,Female,70,No,No phone service,DSL,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),0.460696517,0.517666744,0
5316,Male,1,Yes,No,DSL,No,No,No,No,Month-to-month,Electronic check,0.272139303,0.003092546,1
5317,Male,49,Yes,Yes,Fiber optic,No,Yes,No,No,One year,Electronic check,0.750248756,0.519426494,0
5318,Female,6,Yes,No,DSL,No,No,Yes,No,Month-to-month,Bank transfer (automatic),0.312437811,0.028681052,1
5319,Female,32,Yes,No,DSL,Yes,Yes,Yes,Yes,Two year,Mailed check,0.550746269,0.265180014,0
5320,Female,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Two year,Mailed check,0.910447761,0.929673436,0
5321,Male,37,Yes,No,DSL,Yes,Yes,Yes,No,Two year,Credit card (automatic),0.429850746,0.263506808,0
5322,Female,69,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,One year,Credit card (automatic),0.877114428,0.834652666,0
5323,Female,26,Yes,No,DSL,No,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),0.633333333,0.237681745,0
5324,Female,58,Yes,Yes,Fiber optic,No,Yes,No,Yes,One year,Credit card (automatic),0.865174129,0.716201246,0
5325,Male,24,Yes,Yes,DSL,No,No,Yes,No,One year,Bank transfer (automatic),0.361691542,0.141178168,0
5326,Male,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Electronic check,0.022885572,0.009306485,0
5327,Male,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic check,0.017412935,0.031069698,1
5328,Female,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,0.014427861,0.066980152,0
5329,Female,55,Yes,Yes,DSL,Yes,Yes,Yes,No,One year,Credit card (automatic),0.475621891,0.39733441,0
5330,Female,25,No,No phone service,DSL,No,No,No,No,Month-to-month,Bank transfer (automatic),0.156716418,0.096261251,1
5331,Male,10,Yes,No,Fiber optic,No,Yes,Yes,No,Month-to-month,Mailed check,0.73880597,0.105619663,1
5332,Male,44,No,No phone service,DSL,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),0.356218905,0.271913224,0
5333,Female,47,Yes,No,DSL,Yes,Yes,Yes,No,One year,Mailed check,0.404477612,0.322438264,0
5334,Female,13,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.697512438,0.138933764,1
5335,Female,49,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,Bank transfer (automatic),0.892537313,0.608631433,1
5336,Female,64,Yes,No,Fiber optic,Yes,No,Yes,Yes,One year,Mailed check,0.782587065,0.726465497,0
5337,Male,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.008457711,3.46E-05,0
5338,Male,20,Yes,No,DSL,No,No,Yes,No,Month-to-month,Mailed check,0.315920398,0.113576044,0
5339,Female,37,No,No phone service,DSL,Yes,No,Yes,No,Two year,Electronic check,0.270149254,0.181663974,0
5340,Male,30,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.668656716,0.287462497,0
5341,Female,38,Yes,Yes,DSL,Yes,Yes,No,Yes,One year,Bank transfer (automatic),0.655223881,0.365664667,0
5342,Female,1,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Mailed check,0.55920398,0.006421648,1
5343,Female,37,Yes,No,DSL,No,No,No,Yes,Month-to-month,Electronic check,0.462686567,0.268451419,1
5344,Female,52,No,No phone service,DSL,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),0.47761194,0.382102469,0
5345,Male,71,Yes,No,DSL,Yes,Yes,Yes,No,Two year,Credit card (automatic),0.58358209,0.63511424,0
5346,Male,26,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,0.711940299,0.267309024,1
5347,Male,66,Yes,Yes,DSL,Yes,Yes,No,Yes,Two year,Credit card (automatic),0.560696517,0.551534733,0
5348,Male,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),0.982089552,0.989568428,0
5349,Male,25,No,No phone service,DSL,Yes,No,No,No,One year,Credit card (automatic),0.222885572,0.109825756,0
5350,Male,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),0.956218905,0.882414032,0
5351,Male,53,Yes,Yes,DSL,Yes,Yes,No,Yes,Two year,Bank transfer (automatic),0.511940299,0.423176783,0
5352,Female,12,Yes,No,Fiber optic,No,No,No,Yes,One year,Mailed check,0.768656716,0.126511655,1
5353,Male,26,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,Electronic check,0.8,0.290583891,0
5354,Male,21,Yes,No,DSL,No,No,No,Yes,Month-to-month,Mailed check,0.431840796,0.158642973,0
5355,Female,1,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.707462687,0.008141011,0
5356,Male,48,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Electronic check,0.767661692,0.510789291,0
5357,Female,26,No,No phone service,DSL,Yes,No,No,No,One year,Credit card (automatic),0.170646766,0.110754673,0
5358,Male,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,0.016915423,0.143012924,0
5359,Male,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.009950249,0.036066236,0
5360,Female,10,No,No phone service,DSL,No,No,Yes,No,Month-to-month,Electronic check,0.113432836,0.031456266,1
5361,Male,5,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Electronic check,0.65920398,0.050190399,1
5362,Female,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,0.021393035,0.007610201,0
5363,Male,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),0.064676617,0.19574198,0
5364,Male,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,0.070646766,0.19574775,0
5365,Male,18,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Credit card (automatic),0.720895522,0.182142857,1
5366,Male,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),0.017412935,0.142084006,0
5367,Female,66,Yes,No,DSL,Yes,No,No,No,Two year,Electronic check,0.412935323,0.45903531,0
5368,Female,65,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),0.639303483,0.599619201,0
5369,Female,3,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.517910448,0.02500577,1
5370,Female,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.020895522,0.075513501,0
5371,Male,16,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),0.721890547,0.164251096,0
5372,Female,54,Yes,Yes,Fiber optic,Yes,No,No,Yes,One year,Bank transfer (automatic),0.852736318,0.648540272,1
5373,Female,50,Yes,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Electronic check,0.862686567,0.600455804,0
5374,Male,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,Two year,Electronic check,0.865671642,0.839251096,0
5375,Female,10,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.562189055,0.090105008,1
5376,Female,1,Yes,No,DSL,No,No,Yes,No,Month-to-month,Electronic check,0.323880597,0.003692592,1
5377,Male,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,0.054726368,0.04681514,0
5378,Male,4,Yes,No,DSL,No,No,Yes,No,Month-to-month,Electronic check,0.428358209,0.026609739,0
5379,Female,58,Yes,Yes,DSL,Yes,No,Yes,No,Two year,Mailed check,0.572636816,0.507379414,0
5380,Female,56,Yes,Yes,Fiber optic,Yes,No,No,Yes,One year,Electronic check,0.793532338,0.60602354,0
5381,Male,2,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.616915423,0.014510732,1
5382,Male,32,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.603482587,0.280308101,1
5383,Male,56,No,No phone service,DSL,Yes,Yes,Yes,No,One year,Mailed check,0.335820896,0.330729287,0
5384,Male,36,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.661691542,0.349798061,1
5385,Female,4,Yes,Yes,DSL,No,No,Yes,No,Month-to-month,Mailed check,0.45920398,0.027025156,0
5386,Male,53,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),0.668656716,0.519091853,1
5387,Male,10,Yes,No,DSL,No,No,No,No,Month-to-month,Credit card (automatic),0.274129353,0.048165243,0
5388,Male,4,No,No phone service,DSL,No,No,Yes,No,Month-to-month,Electronic check,0.121890547,0.011493192,0
5389,Male,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.01641791,0.000126933,1
5390,Female,51,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Mailed check,0.506467662,0.41897069,0
5391,Male,12,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.807960199,0.136320102,1
5392,Female,6,No,No phone service,DSL,No,No,Yes,Yes,One year,Mailed check,0.308457711,0.027325179,0
5393,Male,63,No,No phone service,DSL,No,Yes,Yes,No,Two year,Bank transfer (automatic),0.209950249,0.274203785,0
5394,Female,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.520895522,0.005977383,1
5395,Female,48,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Credit card (automatic),0.864179104,0.584439188,0
5396,Female,5,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Credit card (automatic),0.624378109,0.042787907,1
5397,Female,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),0.01840796,0.072201708,0
5398,Male,6,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,0.662686567,0.058239095,1
5399,Male,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.014925373,0.002365567,0
5400,Female,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),0.014925373,0.111960535,0
5401,Female,33,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),0.518905473,0.275478883,0
5402,Male,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,0.021890547,0.071515117,0
5403,Female,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,0.020895522,0.019882299,0
5404,Female,54,Yes,Yes,DSL,No,Yes,Yes,Yes,Month-to-month,Electronic check,0.676119403,0.519876529,0
5405,Female,46,Yes,No,Fiber optic,Yes,Yes,No,No,One year,Credit card (automatic),0.770149254,0.536048927,0
5406,Male,34,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,One year,Electronic check,0.851243781,0.398338334,0
5407,Male,71,Yes,Yes,Fiber optic,Yes,No,No,Yes,Two year,Electronic check,0.785572139,0.795234249,0
5408,Female,63,Yes,No,DSL,Yes,Yes,Yes,No,Two year,Mailed check,0.450746269,0.461043157,0
5409,Female,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),0.066666667,0.14645742,0
5410,Female,26,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,0.705472637,0.260656589,1
5411,Female,64,Yes,No,Fiber optic,Yes,No,No,Yes,Two year,Bank transfer (automatic),0.803482587,0.733556427,0
5412,Female,1,No,No phone service,DSL,No,No,No,No,Month-to-month,Electronic check,0.065174129,0.000692361,1
5413,Male,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,One year,Bank transfer (automatic),0.669651741,0.603848373,0
5414,Female,15,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Credit card (automatic),0.753731343,0.171549735,0
5415,Male,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Credit card (automatic),0.869651741,0.794403416,1
5416,Female,18,Yes,Yes,DSL,No,No,No,No,Month-to-month,Electronic check,0.318905473,0.103219478,0
5417,Female,57,Yes,No,Fiber optic,No,Yes,No,Yes,One year,Electronic check,0.763681592,0.636625894,0
5418,Male,14,Yes,No,DSL,Yes,Yes,No,Yes,Two year,Bank transfer (automatic),0.429353234,0.091939765,0
5419,Male,18,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Credit card (automatic),0.619900498,0.160725825,0
5420,Female,72,Yes,Yes,Fiber optic,Yes,No,No,No,Two year,Bank transfer (automatic),0.599502488,0.644293792,0
5421,Male,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),0.955721393,0.949169167,0
5422,Female,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,0.017910448,0.083394877,0
5423,Male,68,Yes,No,DSL,Yes,Yes,Yes,No,Two year,Credit card (automatic),0.441791045,0.502769444,0
5424,Male,13,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.622885572,0.114228018,1
5425,Male,65,Yes,Yes,Fiber optic,Yes,Yes,No,No,Two year,Credit card (automatic),0.74079602,0.686545119,0
5426,Female,30,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.817910448,0.355192707,0
5427,Male,51,Yes,Yes,DSL,No,No,Yes,Yes,Two year,Bank transfer (automatic),0.566666667,0.448009462,0
5428,Female,31,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Credit card (automatic),0.661691542,0.299399954,0
5429,Female,9,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.708457711,0.09627279,1
5430,Female,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),0.609452736,0.651153935,0
5431,Male,10,Yes,Yes,DSL,No,No,No,Yes,Month-to-month,Credit card (automatic),0.536318408,0.089481883,1
5432,Female,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Electronic check,0.015422886,0.078034849,0
5433,Female,2,Yes,No,DSL,No,No,Yes,Yes,Month-to-month,Electronic check,0.578606965,0.016385876,1
5434,Male,55,Yes,No,Fiber optic,Yes,Yes,No,Yes,One year,Mailed check,0.82238806,0.638501039,0
5435,Male,33,Yes,Yes,Fiber optic,Yes,No,No,Yes,Month-to-month,Bank transfer (automatic),0.766666667,0.375761597,0
5436,Female,46,Yes,No,Fiber optic,No,No,Yes,Yes,One year,Bank transfer (automatic),0.723383085,0.48670667,0
5437,Female,1,Yes,No,DSL,Yes,No,Yes,No,Month-to-month,Electronic check,0.360696517,0.004119548,0
5438,Female,20,Yes,Yes,DSL,No,No,No,Yes,Month-to-month,Mailed check,0.431343284,0.133342949,1
5439,Male,9,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,0.613432836,0.083417955,1
5440,Male,32,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Credit card (automatic),0.775124378,0.346232402,1
5441,Female,19,Yes,No,DSL,No,No,No,No,Month-to-month,Bank transfer (automatic),0.311940299,0.108942996,0
5442,Female,70,Yes,Yes,DSL,Yes,No,Yes,No,Two year,Credit card (automatic),0.468159204,0.547074775,1
5443,Female,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),0.067164179,0.170730441,0
5444,Male,26,Yes,No,DSL,No,No,No,No,Month-to-month,Electronic check,0.270646766,0.140128087,0
5445,Male,45,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Bank transfer (automatic),0.890547264,0.561273944,0
5446,Male,62,Yes,Yes,Fiber optic,No,No,No,No,Two year,Credit card (automatic),0.704975124,0.622299792,0
5447,Male,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.013930348,9.81E-05,1
5448,Female,3,Yes,No,DSL,No,No,No,No,Month-to-month,Mailed check,0.263681592,0.014914609,0
5449,Female,41,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,One year,Bank transfer (automatic),0.829353234,0.451390492,0
5450,Male,67,Yes,No,Fiber optic,No,Yes,Yes,Yes,Two year,Bank transfer (automatic),0.844776119,0.793526425,0
5451,Male,1,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Mailed check,0.660696517,0.007598661,1
5452,Female,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,One year,Mailed check,0.770149254,0.789078006,0
5453,Female,37,Yes,No,DSL,Yes,Yes,No,Yes,One year,Bank transfer (automatic),0.565671642,0.304638818,0
5454,Male,60,Yes,No,DSL,Yes,Yes,Yes,No,Two year,Mailed check,0.428855721,0.432425571,0
5455,Female,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.510447761,0.00585622,1
5456,Female,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),0.014427861,0.012779829,0
5457,Female,13,No,No phone service,DSL,No,Yes,No,No,Month-to-month,Electronic check,0.127363184,0.037900992,1
5458,Female,11,Yes,No,DSL,Yes,No,No,No,Month-to-month,Bank transfer (automatic),0.325870647,0.064954997,0
5459,Male,7,Yes,No,DSL,Yes,No,No,No,Month-to-month,Mailed check,0.325870647,0.038685668,1
5460,Female,10,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.702487562,0.105083083,0
5461,Male,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),0.017910448,0.076182783,0
5462,Female,62,Yes,No,DSL,Yes,No,Yes,Yes,Two year,Mailed check,0.466169154,0.441720517,0
5463,Male,64,Yes,Yes,DSL,No,Yes,Yes,Yes,One year,Mailed check,0.51641791,0.514874221,0
5464,Female,1,Yes,No,DSL,No,No,No,No,Month-to-month,Bank transfer (automatic),0.259701493,0.002948304,1
5465,Male,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,0.024875622,0.055458112,0
5466,Female,26,Yes,No,DSL,No,Yes,No,No,One year,Mailed check,0.376119403,0.177059774,0
5467,Male,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),0.016915423,0.023159474,0
5468,Female,53,Yes,Yes,Fiber optic,Yes,Yes,No,No,One year,Mailed check,0.799502488,0.610783522,0
5469,Female,7,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.611442786,0.065456958,1
5470,Male,33,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Credit card (automatic),0.604477612,0.295176552,0
5471,Female,71,Yes,No,Fiber optic,No,Yes,No,Yes,Two year,Credit card (automatic),0.708457711,0.740416571,0
5472,Female,29,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.556716418,0.22783868,0
5473,Male,24,Yes,Yes,DSL,Yes,No,Yes,Yes,Month-to-month,Bank transfer (automatic),0.624378109,0.219830372,0
5474,Male,20,Yes,No,DSL,No,No,No,No,Month-to-month,Electronic check,0.311940299,0.106277406,0
5475,Female,1,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.660199005,0.007592892,0
5476,Male,54,Yes,Yes,DSL,No,Yes,No,No,Month-to-month,Credit card (automatic),0.365671642,0.354702285,1
5477,Female,5,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Mailed check,0.662686567,0.045782368,1
5478,Female,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Two year,Bank transfer (automatic),0.656218905,0.688639511,0
5479,Male,52,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Two year,Electronic check,0.876119403,0.630994692,0
5480,Female,9,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.505472637,0.073009462,0
5481,Female,1,Yes,No,DSL,No,No,No,No,Month-to-month,Mailed check,0.270149254,0.003069467,0
5482,Male,1,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.551243781,0.006329333,1
5483,Male,33,Yes,No,DSL,No,No,Yes,Yes,One year,Mailed check,0.553731343,0.27535772,1
5484,Female,55,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.592039801,0.512272098,1
5485,Male,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Two year,Electronic check,0.806965174,0.789020309,0
5486,Male,1,Yes,No,DSL,Yes,No,No,No,Month-to-month,Mailed check,0.323383085,0.003686822,0
5487,Male,54,Yes,Yes,DSL,Yes,No,Yes,Yes,Two year,Bank transfer (automatic),0.685074627,0.544241865,0
5488,Male,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,0.018905473,0.076546273,0
5489,Male,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,One year,Bank transfer (automatic),0.800497512,0.520078468,0
5490,Female,11,No,No phone service,DSL,No,No,No,No,Month-to-month,Electronic check,0.069154229,0.034877683,0
5491,Male,6,Yes,No,DSL,Yes,Yes,No,No,Month-to-month,Bank transfer (automatic),0.372636816,0.036562428,0
5492,Male,21,Yes,No,DSL,Yes,No,No,No,Month-to-month,Bank transfer (automatic),0.468656716,0.162197092,0
5493,Female,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),0.070149254,0.199601892,0
5494,Female,6,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.657711443,0.052630972,1
5495,Female,8,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,Electronic check,0.663681592,0.074959612,1
5496,Male,11,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Electronic check,0.553233831,0.104713824,1
5497,Male,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,0.059701493,0.122219017,0
5498,Male,49,No,No phone service,DSL,No,Yes,No,Yes,One year,Bank transfer (automatic),0.333830846,0.291074313,1
5499,Female,1,Yes,No,DSL,No,No,No,No,Month-to-month,Electronic check,0.276119403,0.003138703,1
5500,Male,15,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.608457711,0.131237018,1
5501,Male,60,Yes,No,DSL,Yes,Yes,No,No,Two year,Bank transfer (automatic),0.42039801,0.424146088,0
5502,Male,17,No,No phone service,DSL,No,No,No,No,Month-to-month,Credit card (automatic),0.068159204,0.042003231,0
5503,Male,16,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),0.532835821,0.132587122,1
5504,Male,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),0.017910448,0.084000692,0
5505,Male,44,Yes,Yes,Fiber optic,No,Yes,No,Yes,One year,Mailed check,0.69800995,0.449353796,1
5506,Female,12,No,No phone service,DSL,No,No,Yes,No,One year,Credit card (automatic),0.119402985,0.040393492,0
5507,Male,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.019402985,0.000161551,0
5508,Female,28,Yes,No,DSL,Yes,Yes,Yes,No,One year,Electronic check,0.414427861,0.188772213,0
5509,Male,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),0.068656716,0.221792061,0
5510,Female,5,Yes,No,DSL,No,No,No,No,Month-to-month,Mailed check,0.276119403,0.023413339,1
5511,Male,18,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,Credit card (automatic),0.826368159,0.204921532,0
5512,Male,70,Yes,Yes,DSL,Yes,No,Yes,Yes,Two year,Credit card (automatic),0.584079602,0.608239095,0
5513,Female,9,Yes,Yes,DSL,No,Yes,No,No,Month-to-month,Mailed check,0.368656716,0.05566582,0
5514,Female,67,Yes,No,Fiber optic,Yes,Yes,Yes,No,Two year,Bank transfer (automatic),0.738308458,0.706444727,0
5515,Female,1,Yes,No,DSL,Yes,No,No,No,Month-to-month,Bank transfer (automatic),0.300497512,0.003421417,0
5516,Female,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,0.010945274,0.03351604,0
5517,Male,4,Yes,Yes,DSL,No,No,No,No,Month-to-month,Credit card (automatic),0.333333333,0.021036234,1
5518,Male,71,Yes,No,Fiber optic,Yes,Yes,No,No,One year,Bank transfer (automatic),0.681094527,0.710887376,0
5519,Male,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,Month-to-month,Electronic check,0.757711443,0.325398108,1
5520,Male,1,Yes,No,DSL,Yes,No,No,No,Month-to-month,Mailed check,0.372636816,0.00425802,0
5521,Female,55,Yes,Yes,Fiber optic,Yes,No,No,No,One year,Credit card (automatic),0.656716418,0.527469421,0
5522,Male,59,Yes,No,DSL,No,No,Yes,No,Month-to-month,Electronic check,0.461691542,0.428877221,0
5523,Female,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Mailed check,0.51641791,0.005925456,1
5524,Female,7,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),0.506965174,0.052936764,0
5525,Male,45,Yes,No,DSL,Yes,No,Yes,No,Two year,Bank transfer (automatic),0.362189055,0.292510962,0
5526,Female,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),0.064676617,0.152705977,0
5527,Male,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,0.056716418,0.138189476,0
5528,Female,72,Yes,Yes,Fiber optic,No,Yes,No,Yes,One year,Credit card (automatic),0.86318408,0.872288253,0
5529,Male,44,Yes,No,DSL,Yes,Yes,Yes,No,One year,Bank transfer (automatic),0.413930348,0.298309485,0
5530,Male,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.017910448,0.002757904,0
