"","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"5432","Female",0,"No","No",37,"Yes","No","No","No","No","No","No","No","No","One year","Yes","Electronic check",0.0154228855721393,0.0780348488345257,"No"
"5433","Female",0,"No","No",2,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","Month-to-month","No","Electronic check",0.578606965174129,0.0163858758366028,"Yes"
"5434","Male",0,"No","No",55,"Yes","No","Fiber optic","Yes","Yes","No","No","Yes","Yes","One year","Yes","Mailed check",0.822388059701493,0.638501038541426,"No"
"5435","Male",0,"No","Yes",33,"Yes","Yes","Fiber optic","Yes","No","Yes","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",0.766666666666667,0.375761597045927,"No"
"5436","Female",0,"Yes","Yes",46,"Yes","No","Fiber optic","No","No","Yes","Yes","No","Yes","One year","No","Bank transfer (automatic)",0.723383084577114,0.486706669743827,"No"
"5437","Female",0,"No","Yes",1,"Yes","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","No","Electronic check",0.360696517412935,0.0041195476575121,"No"
"5438","Female",1,"No","No",20,"Yes","Yes","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Mailed check",0.43134328358209,0.133342949457651,"Yes"
"5439","Male",0,"Yes","No",9,"Yes","No","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",0.613432835820895,0.0834179552273252,"Yes"
"5440","Male",1,"No","No",32,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",0.775124378109453,0.346232402492499,"Yes"
"5441","Female",0,"Yes","Yes",19,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",0.311940298507463,0.108942995615047,"No"
"5442","Female",0,"Yes","No",70,"Yes","Yes","DSL","Yes","No","Yes","Yes","No","No","Two year","No","Credit card (automatic)",0.468159203980099,0.547074774982691,"Yes"
"5443","Female",0,"No","Yes",61,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",0.0671641791044776,0.170730440803139,"No"
"5444","Male",0,"No","No",26,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",0.270646766169154,0.140128086775906,"No"
"5445","Male",0,"Yes","No",45,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",0.890547263681592,0.56127394414955,"No"
"5446","Male",0,"Yes","Yes",62,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Two year","Yes","Credit card (automatic)",0.704975124378109,0.622299792291715,"No"
"5447","Male",0,"No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",0.0139303482587065,9.80844680360031e-05,"Yes"
"5448","Female",0,"No","No",3,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",0.263681592039801,0.0149146088160628,"No"
"5449","Female",0,"Yes","Yes",41,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","Yes","One year","Yes","Bank transfer (automatic)",0.829353233830846,0.451390491576275,"No"
"5450","Male",0,"Yes","Yes",67,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",0.844776119402985,0.793526425109624,"No"
"5451","Male",0,"No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Mailed check",0.660696517412935,0.00759866143549502,"Yes"
"5452","Female",0,"Yes","No",71,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","One year","No","Mailed check",0.770149253731343,0.789078006000462,"No"
"5453","Female",0,"Yes","Yes",37,"Yes","No","DSL","Yes","Yes","No","No","Yes","Yes","One year","No","Bank transfer (automatic)",0.565671641791045,0.304638818370644,"No"
"5454","Male",0,"Yes","No",60,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","Two year","Yes","Mailed check",0.428855721393035,0.432425571197784,"No"
"5455","Female",1,"Yes","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",0.51044776119403,0.00585621970920842,"Yes"
"5456","Female",0,"No","No",6,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",0.0144278606965175,0.0127798292176321,"No"
"5457","Female",0,"No","No",13,"No","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",0.127363184079602,0.0379009923840295,"Yes"
"5458","Female",0,"Yes","Yes",11,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",0.325870646766169,0.0649549965381952,"No"
"5459","Male",0,"No","No",7,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check",0.325870646766169,0.0386856681283175,"Yes"
"5460","Female",0,"Yes","Yes",10,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",0.702487562189055,0.105083083314101,"No"
"5461","Male",0,"Yes","No",34,"Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",0.017910447761194,0.0761827832910224,"No"
"5462","Female",0,"No","No",62,"Yes","No","DSL","Yes","No","No","Yes","No","Yes","Two year","Yes","Mailed check",0.466169154228856,0.441720516962843,"No"
"5463","Male",0,"Yes","No",64,"Yes","Yes","DSL","No","Yes","No","Yes","No","Yes","One year","Yes","Mailed check",0.516417910447761,0.51487422109393,"No"
"5464","Female",0,"Yes","Yes",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",0.259701492537313,0.00294830371567041,"Yes"
"5465","Male",0,"No","No",25,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Mailed check",0.0248756218905473,0.055458112162474,"No"
"5466","Female",0,"No","No",26,"Yes","No","DSL","No","Yes","Yes","No","No","No","One year","Yes","Mailed check",0.376119402985075,0.177059773828756,"No"
"5467","Male",0,"No","Yes",10,"Yes","No","No","No","No","No","No","No","No","One year","Yes","Bank transfer (automatic)",0.0169154228855722,0.0231594738056773,"No"
"5468","Female",0,"No","No",53,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","One year","No","Mailed check",0.799502487562189,0.61078352180937,"No"
"5469","Female",0,"No","No",7,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",0.611442786069652,0.0654569582275559,"Yes"
"5470","Male",0,"No","No",33,"Yes","No","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",0.604477611940298,0.295176552042465,"No"
"5471","Female",1,"Yes","No",71,"Yes","No","Fiber optic","No","Yes","Yes","No","No","Yes","Two year","No","Credit card (automatic)",0.708457711442786,0.740416570505424,"No"
"5472","Female",0,"No","No",29,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",0.556716417910448,0.227838679898454,"No"
"5473","Male",0,"Yes","Yes",24,"Yes","Yes","DSL","Yes","No","No","Yes","Yes","Yes","Month-to-month","No","Bank transfer (automatic)",0.624378109452736,0.219830371567044,"No"
"5474","Male",0,"Yes","Yes",20,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",0.311940298507463,0.106277405954304,"No"
"5475","Female",0,"No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",0.660199004975124,0.00759289176090464,"No"
"5476","Male",0,"No","Yes",54,"Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",0.365671641791045,0.354702284791138,"Yes"
"5477","Female",1,"No","No",5,"Yes","No","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Mailed check",0.662686567164179,0.0457823678744519,"Yes"
"5478","Female",0,"Yes","Yes",72,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",0.656218905472637,0.688639510731595,"No"
"5479","Male",0,"Yes","No",52,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",0.876119402985075,0.630994691899377,"No"
"5480","Female",0,"No","No",9,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",0.50547263681592,0.0730094622663282,"No"
"5481","Female",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",0.270149253731343,0.00306946688206784,"No"
"5482","Male",1,"No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",0.551243781094527,0.00632933302561736,"Yes"
"5483","Male",0,"Yes","Yes",33,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","One year","Yes","Mailed check",0.553731343283582,0.275357719824602,"Yes"
"5484","Female",0,"Yes","No",55,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",0.592039800995025,0.512272097853681,"Yes"
"5485","Male",0,"Yes","Yes",69,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Two year","Yes","Electronic check",0.806965174129353,0.789020309254558,"No"
"5486","Male",0,"No","No",1,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check",0.323383084577114,0.00368682206323562,"No"
"5487","Male",0,"No","No",54,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",0.685074626865672,0.544241864758828,"No"
"5488","Male",0,"No","Yes",33,"Yes","No","No","No","No","No","No","No","No","One year","Yes","Mailed check",0.018905472636816,0.0765462727902146,"No"
"5489","Male",1,"Yes","No",45,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","No","One year","Yes","Bank transfer (automatic)",0.800497512437811,0.520078467574429,"No"
"5490","Female",0,"No","Yes",11,"No","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",0.0691542288557214,0.0348776828986845,"No"
"5491","Male",0,"No","No",6,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",0.372636815920398,0.0365624278790676,"No"
"5492","Male",0,"No","No",21,"Yes","No","DSL","Yes","No","Yes","No","Yes","No","Month-to-month","No","Bank transfer (automatic)",0.46865671641791,0.162197092084006,"No"
"5493","Female",0,"Yes","Yes",65,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)",0.0701492537313433,0.199601892453266,"No"
"5494","Female",1,"Yes","No",6,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",0.65771144278607,0.052630971613201,"Yes"
"5495","Female",0,"No","No",8,"Yes","No","Fiber optic","Yes","No","No","No","Yes","No","Month-to-month","No","Electronic check",0.663681592039801,0.0749596122778675,"Yes"
"5496","Male",0,"No","No",11,"Yes","No","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",0.553233830845771,0.104713824140318,"Yes"
"5497","Male",0,"Yes","Yes",43,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Mailed check",0.0597014925373134,0.12221901684745,"No"
"5498","Male",0,"Yes","Yes",49,"No","No","DSL","No","Yes","No","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",0.333830845771144,0.291074313408724,"Yes"
"5499","Female",1,"Yes","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",0.276119402985075,0.00313870297715207,"Yes"
"5500","Male",1,"No","No",15,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",0.608457711442786,0.131237018232172,"Yes"
"5501","Male",0,"Yes","Yes",60,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","Two year","No","Bank transfer (automatic)",0.420398009950249,0.424146088160628,"No"
"5502","Male",0,"No","No",17,"No","No","DSL","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",0.0681592039800995,0.0420032310177706,"No"
"5503","Male",1,"Yes","No",16,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",0.532835820895522,0.132587122086314,"Yes"
"5504","Male",0,"Yes","Yes",35,"Yes","No","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",0.017910447761194,0.0840006923609508,"No"
"5505","Male",1,"Yes","No",44,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","One year","No","Mailed check",0.698009950248756,0.44935379644588,"Yes"
"5506","Female",0,"Yes","Yes",12,"No","No","DSL","No","No","No","Yes","No","No","One year","No","Credit card (automatic)",0.119402985074627,0.0403934918070621,"No"
"5507","Male",0,"No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",0.0194029850746269,0.00016155088852986,"No"
"5508","Female",0,"No","No",28,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","One year","Yes","Electronic check",0.414427860696517,0.188772213247173,"No"
"5509","Male",0,"Yes","No",70,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",0.0686567164179104,0.221792060927764,"No"
"5510","Female",0,"No","Yes",5,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",0.276119402985075,0.0234133394876529,"Yes"
"5511","Male",0,"No","No",18,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","No","Credit card (automatic)",0.82636815920398,0.204921532425571,"No"
"5512","Male",0,"Yes","No",70,"Yes","Yes","DSL","Yes","No","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",0.58407960199005,0.608239095315024,"No"
"5513","Female",0,"Yes","Yes",9,"Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",0.36865671641791,0.0556658204477267,"No"
"5514","Female",1,"No","No",67,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)",0.738308457711443,0.706444726517425,"No"
"5515","Female",0,"No","No",1,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",0.300497512437811,0.00342141703207935,"No"
"5516","Female",0,"Yes","Yes",18,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",0.0109452736318409,0.0335160396953612,"No"
"5517","Male",0,"No","No",4,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",0.333333333333333,0.0210362335564274,"Yes"
"5518","Male",1,"Yes","Yes",71,"Yes","No","Fiber optic","Yes","Yes","Yes","No","No","No","One year","Yes","Bank transfer (automatic)",0.681094527363184,0.710887375951996,"No"
"5519","Male",0,"Yes","Yes",30,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",0.75771144278607,0.325398107546734,"Yes"
"5520","Male",0,"Yes","No",1,"Yes","No","DSL","Yes","No","Yes","No","No","No","Month-to-month","No","Mailed check",0.372636815920398,0.00425801984768054,"No"
"5521","Female",0,"No","No",55,"Yes","Yes","Fiber optic","Yes","No","Yes","No","No","No","One year","Yes","Credit card (automatic)",0.656716417910448,0.527469420724671,"No"
"5522","Male",0,"No","No",59,"Yes","No","DSL","No","No","Yes","Yes","Yes","No","Month-to-month","Yes","Electronic check",0.461691542288557,0.428877221324717,"No"
"5523","Female",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",0.516417910447761,0.00592545580429262,"Yes"
"5524","Female",0,"Yes","No",7,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",0.506965174129353,0.0529367643664897,"No"
"5525","Male",0,"Yes","Yes",45,"Yes","No","DSL","Yes","No","No","Yes","No","No","Two year","No","Bank transfer (automatic)",0.362189054726368,0.292510962381722,"No"
"5526","Female",0,"Yes","Yes",54,"Yes","Yes","No","No","No","No","No","No","No","One year","Yes","Bank transfer (automatic)",0.0646766169154229,0.152705977382876,"No"
"5527","Male",0,"Yes","Yes",51,"Yes","Yes","No","No","No","No","No","No","No","One year","Yes","Mailed check",0.0567164179104478,0.138189476113547,"No"
"5528","Female",1,"Yes","No",72,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","No","Credit card (automatic)",0.86318407960199,0.872288252942534,"No"
"5529","Male",0,"Yes","No",44,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","One year","Yes","Bank transfer (automatic)",0.413930348258706,0.298309485345027,"No"
"5530","Male",0,"No","No",2,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",0.017910447761194,0.00275790445418875,"No"
"5531","Female",0,"No","No",66,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","One year","Yes","Bank transfer (automatic)",0.735323383084577,0.696757442880222,"No"
"5532","Male",0,"Yes","Yes",68,"No","No","DSL","Yes","Yes","No","No","Yes","No","One year","No","Mailed check",0.264179104477612,0.342124394184168,"No"
"5533","Female",0,"No","No",31,"Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",0.0263681592039801,0.0773771059312254,"No"
"5534","Female",1,"No","No",21,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",0.767661691542289,0.231513962612509,"No"
"5535","Male",0,"No","Yes",21,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",0.617910447761194,0.199446111239326,"No"
"5536","Female",0,"Yes","Yes",55,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",0.665174129353234,0.535327717516732,"No"
"5537","Male",0,"No","No",9,"No","No","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",0.163681592039801,0.0319986152780983,"Yes"
"5538","Male",1,"Yes","No",71,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",0.96318407960199,0.922894068774521,"No"
"5539","Female",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",0.625373134328358,0.00718901453957994,"Yes"
"5540","Male",0,"Yes","Yes",22,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",0.0169154228855722,0.0478536810523886,"No"
"5541","Female",0,"Yes","Yes",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",0.0228855721393035,0.000201938610662354,"Yes"
"5542","Female",0,"No","No",61,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",0.87910447761194,0.739626125086545,"Yes"
"5543","Female",0,"Yes","No",67,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",0.675621890547264,0.67678859912301,"No"
"5544","Female",1,"No","No",14,"Yes","No","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","No","Electronic check",0.602985074626866,0.118278329102239,"No"
"5545","Male",0,"Yes","No",59,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","Month-to-month","Yes","Electronic check",0.880597014925373,0.719374567274406,"Yes"
"5546","Male",1,"Yes","No",21,"Yes","No","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","No","Bank transfer (automatic)",0.679601990049751,0.212145165012693,"No"
"5547","Male",0,"No","No",4,"No","No","DSL","Yes","Yes","No","Yes","No","No","Month-to-month","No","Mailed check",0.240298507462687,0.0147242095545811,"No"
"5548","Female",0,"No","No",3,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",0.708457711442786,0.0255769674590353,"Yes"
"5549","Male",0,"Yes","No",70,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",0.0597014925373134,0.196786291253173,"No"
"5550","Female",0,"No","No",3,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",0.792537313432836,0.0342141703207939,"Yes"
"5551","Male",1,"No","No",21,"Yes","No","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",0.0223880597014926,0.0473978767597507,"No"
"5552","Male",0,"No","No",20,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",0.0134328358208956,0.0389279944611124,"No"
"5553","Male",0,"Yes","Yes",22,"Yes","No","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",0.0199004975124379,0.0541714747288253,"No"
"5554","Male",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Mailed check",0.372636815920398,0.00425801984768054,"Yes"
"5555","Female",0,"No","No",63,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Mailed check",0.0233830845771145,0.147692130163859,"No"
"5556","Female",0,"Yes","Yes",70,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",0.0154228855721393,0.156929379183014,"No"
"5557","Male",0,"No","No",13,"Yes","No","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",0.612437810945273,0.110160396953612,"Yes"
"5558","Female",0,"No","No",5,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",0.616417910447761,0.0421705515808908,"No"
"5559","Female",0,"Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",0.976616915422886,0.98366605123471,"No"
"5560","Female",0,"No","No",13,"No","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",0.133333333333333,0.0428282944841911,"No"
"5561","Male",0,"Yes","No",61,"Yes","No","Fiber optic","No","Yes","Yes","Yes","No","Yes","Month-to-month","No","Credit card (automatic)",0.755223880597015,0.659248788368336,"No"
"5562","Male",0,"No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Electronic check",0.0238805970149254,0.00021347795984305,"No"
"5563","Female",1,"Yes","No",56,"Yes","Yes","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",0.583084577114428,0.491224324948073,"No"
"5564","Female",0,"No","No",4,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",0.018905472636816,0.00758135241172395,"No"
"5565","Male",0,"No","No",35,"Yes","Yes","DSL","Yes","No","No","No","No","No","Two year","No","Mailed check",0.368159203980099,0.219859219939995,"No"
"5566","Female",0,"Yes","No",18,"No","No","DSL","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",0.206965174129353,0.0751269328409877,"Yes"
"5567","Male",0,"Yes","No",72,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes","Two year","No","Bank transfer (automatic)",0.635820895522388,0.665301177013616,"No"
"5568","Female",1,"No","No",49,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","Yes","One year","No","Bank transfer (automatic)",0.843283582089552,0.593976459727671,"No"
"5569","Female",0,"Yes","No",44,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",0.764676616915423,0.466391645511193,"No"
"5570","Female",1,"Yes","No",3,"Yes","No","Fiber optic","No","No","No","Yes","Yes","No","Month-to-month","Yes","Mailed check",0.653233830845771,0.0286868220632356,"Yes"
"5571","Female",0,"Yes","Yes",37,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",0.765174129353234,0.405498499884607,"No"
"5572","Male",0,"Yes","No",61,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",0.612437810945273,0.564966535887376,"No"
"5573","Male",0,"Yes","No",70,"Yes","Yes","DSL","Yes","No","Yes","Yes","No","Yes","Two year","Yes","Credit card (automatic)",0.562686567164179,0.611239326102008,"No"
"5574","Female",1,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",0.513432835820895,0.0058908377567505,"Yes"
"5575","Female",0,"No","No",41,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Electronic check",0.0218905472636817,0.0873297945995846,"No"
"5576","Male",0,"Yes","Yes",70,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","One year","No","Bank transfer (automatic)",0.598009950248756,0.626257789060697,"No"
"5577","Female",0,"No","No",1,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Mailed check",0.351243781094527,0.0040099238402954,"Yes"
"5578","Male",0,"No","No",51,"Yes","No","No","No","No","No","No","No","No","One year","No","Electronic check",0.00845771144278609,0.114124163397184,"No"
"5579","Female",0,"Yes","Yes",42,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",0.0174129353233831,0.0940168474498038,"No"
"5580","Female",0,"Yes","Yes",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","Two year","No","Bank transfer (automatic)",0.75273631840796,0.757010154627279,"Yes"
"5581","Male",0,"No","No",48,"Yes","No","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",0.0169154228855722,0.113743364874221,"No"
"5582","Male",0,"Yes","Yes",68,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",0.944278606965174,0.904361873990307,"Yes"
"5583","Female",0,"No","No",48,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",0.0572139303482587,0.134346872836372,"No"
"5584","Female",1,"Yes","No",26,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","No","Electronic check",0.663681592039801,0.2482056312024,"Yes"
"5585","Male",0,"Yes","No",11,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",0.619402985074627,0.101327025155781,"Yes"
"5586","Male",0,"No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",0.0104477611940299,5.76967459035381e-05,"Yes"
"5587","Female",0,"No","No",27,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",0.008955223880597,0.0556831294714978,"No"
"5588","Female",1,"No","No",46,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","No","One year","Yes","Bank transfer (automatic)",0.726865671641791,0.473984537272098,"No"
"5589","Male",0,"No","No",1,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",0.312437810945274,0.00355988922224785,"Yes"
"5590","Female",0,"No","No",46,"Yes","No","DSL","No","No","Yes","Yes","No","No","Two year","No","Credit card (automatic)",0.359203980099502,0.281715901223171,"Yes"
"5591","Male",0,"Yes","Yes",25,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",0.008955223880597,0.0529425340410801,"No"
"5592","Male",0,"No","No",4,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",0.698507462686567,0.0406012000923148,"Yes"
"5593","Male",0,"No","No",13,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",0.0149253731343284,0.028496422801754,"No"
"5594","Male",0,"Yes","No",31,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","Yes","One year","Yes","Credit card (automatic)",0.569651741293532,0.277596353565659,"No"
"5595","Female",0,"Yes","Yes",23,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",0.651741293532338,0.211302792522502,"No"
"5596","Female",0,"No","No",2,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",0.0114427860696518,0.00487537502884838,"No"
