"","genderFemale","genderMale","SeniorCitizen","PartnerNo","PartnerYes","DependentsNo","DependentsYes","tenure","PhoneServiceNo","PhoneServiceYes","MultipleLinesNo","MultipleLinesYes","InternetServiceDSL","InternetServiceFiber.optic","InternetServiceNo","OnlineSecurityNo","OnlineSecurityYes","OnlineBackupNo","OnlineBackupYes","DeviceProtectionNo","DeviceProtectionYes","TechSupportNo","TechSupportYes","StreamingTVNo","StreamingTVYes","StreamingMoviesNo","StreamingMoviesYes","ContractMonth.to.month","ContractOne.year","ContractTwo.year","PaperlessBillingNo","PaperlessBillingYes","PaymentMethodBank.transfer..automatic.","PaymentMethodCredit.card..automatic.","PaymentMethodElectronic.check","PaymentMethodMailed.check","MonthlyCharges","TotalCharges","ChurnNo","ChurnYes"
"5955",0,1,0,1,0,1,0,20,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0.365671641791045,0.132327486729748,1,0
"5956",0,1,0,0,1,0,1,72,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0.499004975124378,0.558106392799446,1,0
"5957",1,0,0,1,0,1,0,31,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0.712935323383085,0.32172859450727,0,1
"5958",0,1,1,0,1,1,0,18,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0.6,0.161995153473344,0,1
"5959",0,1,0,0,1,1,0,11,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0.366169154228856,0.068007154396492,1,0
"5960",1,0,0,0,1,0,1,33,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0.0154228855721393,0.0718382183244865,1,0
"5961",1,0,1,1,0,1,0,62,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0.658706467661691,0.570084237249019,1,0
"5962",1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0.175621890547264,0.00197322870990076,1,0
"5963",0,1,0,0,1,1,0,16,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0.621890547263682,0.150300023078698,1,0
"5964",0,1,0,0,1,0,1,22,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0.600995024875622,0.189816524348027,1,0
"5965",1,0,0,0,1,0,1,49,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0.432835820895522,0.346797830602354,1,0
"5966",0,1,0,0,1,0,1,36,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0.452238805970149,0.250369259173783,1,0
"5967",0,1,0,0,1,1,0,42,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0.807960199004975,0.475334641126241,0,1
"5968",0,1,1,1,0,1,0,4,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0.0691542288557214,0.00965843526425109,0,1
"5969",1,0,0,1,0,1,0,12,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0.555223880597015,0.09852873297946,0,1
"5970",1,0,0,1,0,1,0,31,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0.690049751243781,0.312191322409416,1,0
"5971",0,1,0,0,1,1,0,5,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0.70547263681592,0.0455169628432956,1,0
"5972",0,1,0,0,1,0,1,66,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0.0174129353233831,0.156404338795292,1,0
"5973",1,0,1,1,0,1,0,15,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0.365671641791045,0.0851950150011539,0,1
"5974",0,1,0,1,0,1,0,64,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0.857213930348259,0.770118855296561,1,0
"5975",0,1,0,0,1,0,1,10,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0.017910447761194,0.0230440803138703,1,0
"5976",0,1,0,0,1,0,1,7,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0.711442786069652,0.0680821601661666,0,1
"5977",0,1,0,1,0,1,0,29,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0.159701492537313,0.113772213247173,1,0
"5978",0,1,0,1,0,1,0,57,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0.0238805970149254,0.127717516732056,1,0
"5979",1,0,0,1,0,1,0,46,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0.656716417910448,0.441818601430879,1,0
"5980",0,1,0,1,0,1,0,53,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0.0139303482587065,0.110685437341334,1,0
"5981",1,0,0,1,0,1,0,17,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0.612935323383084,0.157921763212555,1,0
"5982",1,0,0,0,1,0,1,38,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0.0194029850746269,0.0839199169166859,1,0
"5983",0,1,0,1,0,1,0,15,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.0154228855721393,0.0329794599584583,1,0
"5984",1,0,0,1,0,1,0,22,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.319402985074627,0.124630740826217,1,0
"5985",0,1,0,0,1,1,0,14,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0.665671641791045,0.129286868220632,0,1
"5986",1,0,0,0,1,1,0,57,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0.560696517412935,0.501978998384491,1,0
"5987",0,1,1,1,0,1,0,11,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0.605970149253731,0.0933417955227325,1,0
"5988",1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0.0208955223880598,0.000178859912300904,1,0
"5989",0,1,0,0,1,0,1,12,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0.027860696517413,0.0280694668820678,1,0
"5990",0,1,1,0,1,1,0,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.759701492537313,0.0300888529886914,0,1
"5991",0,1,0,1,0,0,1,36,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.760696517412935,0.403150242326333,1,0
"5992",0,1,0,1,0,1,0,16,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.756218905472637,0.168987999076852,0,1
"5993",0,1,0,0,1,0,1,65,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0.539303482587065,0.534854604200323,0,1
"5994",0,1,0,1,0,1,0,2,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.564179104477612,0.0153415647357489,1,0
"5995",1,0,0,1,0,1,0,42,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.865174129353234,0.505648511423956,0,1
"5996",0,1,0,0,1,0,1,72,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0.932338308457711,0.924798061389338,1,0
"5997",0,1,0,1,0,1,0,62,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0.0159203980099503,0.142493653357951,1,0
"5998",1,0,0,1,0,1,0,6,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0.711442786069652,0.0616028156012001,1,0
"5999",0,1,0,0,1,1,0,48,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0.017910447761194,0.117378259866144,1,0
"6000",0,1,0,1,0,1,0,35,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0.902487562189055,0.462347103623356,1,0
"6001",0,1,0,1,0,0,1,52,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0.0139303482587065,0.104961920147704,1,0
"6002",1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0.0661691542288557,0.000703900300023066,1,0
"6003",0,1,0,0,1,1,0,6,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0.642786069651741,0.0509404569582275,0,1
"6004",1,0,0,0,1,1,0,71,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0.745771144278607,0.748597969074544,1,0
"6005",1,0,0,0,1,0,1,67,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0.662189054726368,0.643837987537503,1,0
"6006",0,1,1,1,0,1,0,60,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0.532338308457711,0.502625201938611,1,0
"6007",0,1,0,0,1,0,1,23,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0.120398009950249,0.0761539349180706,1,0
"6008",0,1,0,1,0,0,1,39,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0.364179104477612,0.250738518347565,1,0
"6009",0,1,0,0,1,0,1,15,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0.0124378109452737,0.0254961920147703,1,0
"6010",0,1,1,0,1,1,0,53,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.851741293532338,0.630821601661666,0,1
"6011",0,1,0,0,1,0,1,24,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0.0592039800995025,0.0681110085391184,1,0
"6012",1,0,0,0,1,0,1,37,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.0109452736318409,0.0767309023771059,1,0
"6013",1,0,0,0,1,0,1,5,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0.650248756218905,0.0444726517424417,0,1
"6014",1,0,1,0,1,1,0,50,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0.819900497512438,0.596693976459728,1,0
"6015",1,0,0,1,0,1,0,54,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0.754726368159204,0.581825525040388,1,0
"6016",1,0,0,1,0,1,0,3,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0.560199004975124,0.0247922917147473,1,0
"6017",0,1,0,1,0,1,0,68,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0.897512437810945,0.825957765981999,0,1
"6018",0,1,0,1,0,1,0,5,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0.377114427860696,0.0314620355411955,1,0
"6019",0,1,0,1,0,1,0,33,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0.0208955223880598,0.0774232633279483,1,0
"6020",1,0,0,1,0,1,0,41,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0.619900497512438,0.374463420263097,1,0
"6021",1,0,0,0,1,0,1,34,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0.427860696517413,0.227832910223863,1,0
"6022",1,0,0,0,1,0,1,13,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0.0218905472636817,0.0271982460189245,1,0
"6023",1,0,0,1,0,1,0,20,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0.00646766169154229,0.0379471497807524,1,0
"6024",1,0,1,1,0,1,0,51,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0.0134328358208956,0.109519963074083,1,0
"6025",1,0,0,0,1,1,0,3,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0.728855721393035,0.025865451188553,0,1
"6026",1,0,0,1,0,0,1,41,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0.2681592039801,0.210373874913455,1,0
"6027",1,0,0,1,0,1,0,13,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0.0119402985074628,0.0246134318024463,1,0
"6028",0,1,0,0,1,0,1,35,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0.0716417910447762,0.0912127855988922,1,0
"6029",0,1,0,0,1,1,0,12,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0.622885572139303,0.0978132933302562,0,1
"6030",0,1,0,1,0,1,0,4,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0.762686567164179,0.0394357258250634,1,0
"6031",1,0,0,1,0,1,0,43,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0.306467661691542,0.23741057004385,0,1
"6032",1,0,1,0,1,0,1,12,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0.109950248756219,0.0388991460881606,1,0
"6033",0,1,1,0,1,1,0,68,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.866169154228856,0.840162704823448,0,1
"6034",0,1,1,1,0,1,0,25,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0.703482587064677,0.262220170782368,0,1
"6035",1,0,0,1,0,1,0,7,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.0199004975124379,0.0127336718209093,1,0
"6036",0,1,1,0,1,1,0,66,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0.921393034825871,0.862329794599585,0,1
"6037",1,0,0,0,1,1,0,53,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0.917910447761194,0.671209323794138,1,0
"6038",0,1,1,1,0,1,0,63,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0.906965174129353,0.809214170320794,1,0
"6039",1,0,0,0,1,0,1,70,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0.954726368159204,0.889118393722594,0,1
"6040",0,1,1,0,1,1,0,27,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0.181592039800995,0.116916685898915,0,1
"6041",1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0.522388059701492,0.00599469189937686,0,1
"6042",1,0,0,1,0,1,0,5,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0.0169154228855722,0.0104777290560812,1,0
"6043",1,0,1,0,1,1,0,37,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.0134328358208956,0.081813985691207,1,0
"6044",0,1,0,1,0,1,0,3,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0.217910447761194,0.0129183014078006,0,1
"6045",1,0,0,1,0,0,1,12,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0.580597014925373,0.100876990537734,1,0
"6046",1,0,0,0,1,0,1,38,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0.0134328358208956,0.0858873759519963,1,0
"6047",1,0,0,1,0,1,0,9,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0.667164179104478,0.0879990768520656,1,0
"6048",0,1,0,0,1,1,0,13,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0.47363184079602,0.101944380336949,1,0
"6049",0,1,1,0,1,1,0,29,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.758208955223881,0.304044541887838,0,1
"6050",1,0,0,0,1,0,1,47,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0.017910447761194,0.115151165474267,1,0
"6051",0,1,0,0,1,1,0,61,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0.807462686567164,0.683689129933072,1,0
"6052",0,1,0,1,0,1,0,16,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0.0174129353233831,0.0296445880452342,1,0
"6053",1,0,0,0,1,0,1,41,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0.599004975124378,0.358602584814216,1,0
"6054",1,0,0,1,0,0,1,43,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0.0681592039800995,0.121318947611355,1,0
"6055",1,0,0,0,1,0,1,36,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0.787064676616915,0.396849757673667,0,1
"6056",1,0,0,1,0,1,0,6,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0.365671641791045,0.0371105469651512,1,0
"6057",1,0,0,1,0,1,0,58,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0.525870646766169,0.493930302330949,1,0
"6058",0,1,0,1,0,1,0,19,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0.430845771144279,0.123978767597507,1,0
"6059",0,1,0,0,1,1,0,11,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0.275124378109453,0.0580544657281329,1,0
"6060",1,0,0,1,0,1,0,39,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0.219402985074627,0.185968151396261,1,0
"6061",1,0,1,1,0,1,0,8,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0.685074626865672,0.0801753981075467,1,0
"6062",1,0,0,1,0,0,1,26,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0.310945273631841,0.143878375259635,1,0
"6063",1,0,1,1,0,1,0,53,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0.55273631840796,0.459848834525733,1,0
"6064",1,0,0,0,1,0,1,70,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0.00945273631840805,0.159543041772444,1,0
"6065",0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0.269154228855721,0.00305792753288714,0,1
"6066",0,1,0,1,0,1,0,59,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0.0671641791044776,0.172132471728594,1,0
"6067",0,1,0,1,0,1,0,2,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0.76318407960199,0.018382183244865,0,1
"6068",0,1,0,1,0,1,0,7,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.169651741293532,0.0283867989845372,1,0
"6069",1,0,0,1,0,0,1,12,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0.261691542288557,0.0532887145165012,0,1
"6070",0,1,0,0,1,0,1,59,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0.582089552238806,0.521936302792522,1,0
"6071",0,1,0,0,1,0,1,61,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0.624378109452736,0.572045926609739,1,0
"6072",0,1,0,0,1,0,1,72,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0.86865671641791,0.868157165935841,1,0
"6073",1,0,0,0,1,0,1,13,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0.0054726368159204,0.0268232171705516,1,0
"6074",1,0,0,0,1,0,1,64,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.0661691542288557,0.181940918532195,1,0
"6075",0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0.0517412935323383,0.000536579736902799,0,1
"6076",1,0,0,1,0,1,0,10,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0.464179104477612,0.0769386106623586,1,0
"6077",1,0,0,0,1,0,1,65,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0.428855721393035,0.444876528963766,1,0
"6078",1,0,0,0,1,1,0,62,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0.952238805970149,0.793053311793215,1,0
"6079",1,0,0,0,1,1,0,55,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0.715422885572139,0.565214631894761,1,0
"6080",1,0,0,0,1,1,0,25,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.356716417910448,0.156265866605123,1,0
"6081",0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0.113930348258707,0.00125778906069694,0,1
"6082",0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0.313930348258706,0.00357719824601892,1,0
"6083",1,0,0,0,1,1,0,59,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0.824378109452736,0.694795753519502,0,1
"6084",0,1,1,0,1,0,1,64,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0.0611940298507463,0.176534733441034,1,0
"6085",0,1,0,0,1,1,0,36,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0.763681592039801,0.394813062543273,1,0
"6086",1,0,0,1,0,1,0,3,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0.322388059701493,0.0152896376644357,0,1
"6087",0,1,0,0,1,1,0,61,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0.513930348258706,0.485564274174937,1,0
"6088",0,1,0,1,0,0,1,26,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0.21592039800995,0.115964689591507,1,0
"6089",1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0.369651741293532,0.00422340180013845,0,1
"6090",1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0.719900497512438,0.00828525271174704,0,1
"6091",0,1,0,0,1,0,1,68,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0.845771144278607,0.814170320793907,1,0
"6092",0,1,1,0,1,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0.682587064676617,0.0158723747980614,0,1
"6093",1,0,0,0,1,1,0,72,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0.756218905472637,0.788247172859451,1,0
"6094",1,0,0,0,1,1,0,71,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0.286567164179104,0.374428802215555,1,0
